movie,similar_movie
Open Season ,Madagascar: Escape 2 Africa 
School for Scoundrels ,Ordinary Decent Criminal 
School for Scoundrels ,Bad Santa 
School for Scoundrels ,Jane Austen's Mafia! 
School for Scoundrels ,Horrible Bosses 
School for Scoundrels ,Delhi Belly 
"Departed, The ",Boiler Room 
"Departed, The ",Citizen X 
"Departed, The ",Cleanskin 
"Departed, The ",Perfect World
"Departed, The ",Anything for Her (Pour elle) 
"Texas Chainsaw Massacre: The Beginning, The ",You're Next 
"Texas Chainsaw Massacre: The Beginning, The ",Saw II 
"Texas Chainsaw Massacre: The Beginning, The ",Dominion: Prequel to the Exorcist 
"Texas Chainsaw Massacre: The Beginning, The ",High Tension (Haute tension) (Switchblade Romance) 
"Texas Chainsaw Massacre: The Beginning, The ",Nightwatch 
Employee of the Month ,My Father the Hero (Mon père
Employee of the Month ,Miracle on 34th Street 
Employee of the Month ,Mrs. Doubtfire 
Employee of the Month ,Liberal Arts 
Employee of the Month ,Mental 
Running With Scissors ,My Father the Hero (Mon père
Running With Scissors ,Miracle on 34th Street 
Running With Scissors ,Mrs. Doubtfire 
Running With Scissors ,Liberal Arts 
Running With Scissors ,Mental 
Man of the Year ,Dancemaker 
Man of the Year ,Regret to Inform 
Man of the Year ,Little Dieter Needs to Fly 
Man of the Year ,First Position 
Man of the Year ,Amanda Knox 
"Marine, The ",Mercury Rising 
"Marine, The ",Get Carter 
"Marine, The ",Body of Lies 
"Marine, The ",In Hell 
"Marine, The ",San Andreas 
Infamous ,French Lieutenant's Woman
Infamous ,Camera Buff (Amator) 
Infamous ,Children Are Watching Us
Infamous ,Return of Martin Guerre
Infamous ,Honey (Miele) 
Fellini's Casanova (Il Casanova di Federico Fellini) ,Crazy/Beautiful 
Fellini's Casanova (Il Casanova di Federico Fellini) ,Memoirs of a Geisha 
Fellini's Casanova (Il Casanova di Federico Fellini) ,To Gillian on Her 37th Birthday 
Fellini's Casanova (Il Casanova di Federico Fellini) ,Beautiful Thing 
Fellini's Casanova (Il Casanova di Federico Fellini) ,Girl on the Bridge
Chapayev ,Human Condition I
Chapayev ,Boy in the Striped Pajamas
Chapayev ,Ashes and Diamonds (Popiól i diament) 
Chapayev ,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) 
Chapayev ,Gardens of Stone 
Feast ,From Dusk Till Dawn 
Feast ,Snakes on a Plane 
Feast ,Pusher III: I'm the Angel of Death 
Feast ,Black Christmas 
Little Children ,Crazy/Beautiful 
Little Children ,Memoirs of a Geisha 
Little Children ,To Gillian on Her 37th Birthday 
Little Children ,Beautiful Thing 
Little Children ,Girl on the Bridge
Deliver Us from Evil ,Dancemaker 
Deliver Us from Evil ,Regret to Inform 
Deliver Us from Evil ,Little Dieter Needs to Fly 
Deliver Us from Evil ,First Position 
Deliver Us from Evil ,Amanda Knox 
"Last King of Scotland, The ",The Perfect Guy 
"Last King of Scotland, The ",Niagara 
"Last King of Scotland, The ",First Snow 
"Last King of Scotland, The ",Firm
"Last King of Scotland, The ",Bad Education (La mala educación) 
"U.S. vs. John Lennon, The ",Dancemaker 
"U.S. vs. John Lennon, The ",Regret to Inform 
"U.S. vs. John Lennon, The ",Little Dieter Needs to Fly 
"U.S. vs. John Lennon, The ",First Position 
"U.S. vs. John Lennon, The ",Amanda Knox 
Shortbus ,Jalla! Jalla! 
Shortbus ,Terminal
Shortbus ,10 Items or Less 
Shortbus ,For Roseanna (Roseanna's Grave) 
Shortbus ,Cooler
Children of Men ,Jumper 
Children of Men ,Jurassic World: Fallen Kingdom 
Children of Men ,Sound of Thunder
Children of Men ,Day After Tomorrow
Children of Men ,Jurassic World 
"Prestige, The ",Coherence 
"Prestige, The ",Jacket
"Prestige, The ",Soylent Green 
"Prestige, The ",Moon 
Flags of Our Fathers ,Human Condition I
Flags of Our Fathers ,Boy in the Striped Pajamas
Flags of Our Fathers ,Ashes and Diamonds (Popiól i diament) 
Flags of Our Fathers ,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) 
Flags of Our Fathers ,Gardens of Stone 
13 Tzameti ,Suture 
13 Tzameti ,Undercurrent 
13 Tzameti ,Night of the Hunter
13 Tzameti ,Sorry
Saw III ,Cure 
Saw III ,Silence of the Lambs
Saw III ,Deliver Us from Evil 
Saw III ,Purge
Saw III ,I Spit on Your Grave 
Catch a Fire ,The Perfect Guy 
Catch a Fire ,Niagara 
Catch a Fire ,First Snow 
Catch a Fire ,Firm
Catch a Fire ,Bad Education (La mala educación) 
Death of a President ,Girl with the Dragon Tattoo
Death of a President ,Kiss the Girls 
Death of a President ,Tell No One (Ne le dis à personne) 
Death of a President ,Spanish Prisoner
Death of a President ,Memories of Murder (Salinui chueok) 
Flushed Away ,Sausage Party 
Flushed Away ,Puss in Boots: The Three Diablos 
Flushed Away ,Bobik Visiting Barbos 
Flushed Away ,The Secret Life of Pets 
Flushed Away ,Alvin and the Chipmunks: Chipwrecked 
Perfume: The Story of a Murderer ,Boiler Room 
Perfume: The Story of a Murderer ,Citizen X 
Perfume: The Story of a Murderer ,Cleanskin 
Perfume: The Story of a Murderer ,Perfect World
Perfume: The Story of a Murderer ,Anything for Her (Pour elle) 
"Santa Clause 3: The Escape Clause, The ",Drop Dead Fred 
"Santa Clause 3: The Escape Clause, The ",Icicle Thief
"Santa Clause 3: The Escape Clause, The ",Death Becomes Her 
"Santa Clause 3: The Escape Clause, The ",Evan Almighty 
"Santa Clause 3: The Escape Clause, The ",Reckless 
Mom and Dad Save the World ,Space Truckers 
Mom and Dad Save the World ,Freaked 
Mom and Dad Save the World ,Zapped! 
Mom and Dad Save the World ,Frequently Asked Questions About Time Travel 
Mom and Dad Save the World ,Man in the White Suit
"Good Year, A ",Jalla! Jalla! 
"Good Year, A ",Terminal
"Good Year, A ",10 Items or Less 
"Good Year, A ",For Roseanna (Roseanna's Grave) 
"Good Year, A ",Cooler
Shut Up & Sing ,Dancemaker 
Shut Up & Sing ,Regret to Inform 
Shut Up & Sing ,Little Dieter Needs to Fly 
Shut Up & Sing ,First Position 
Shut Up & Sing ,Amanda Knox 
For Your Consideration ,Andrew Dice Clay: Dice Rules 
For Your Consideration ,Night Shift 
For Your Consideration ,Joe Dirt 2: Beautiful Loser 
For Your Consideration ,I'm Starting From Three (Ricomincio da Tre) 
For Your Consideration ,My Boyfriend's Back 
Fuck ,Jackass Number Two 
Fuck ,American: The Bill Hicks Story 
Fuck ,Craig Ferguson: I'm Here To Help 
Fuck ,Kevin Hart: Laugh at My Pain 
Fuck ,Animals are Beautiful People 
Shooting Dogs (a.k.a. Beyond the Gates) ,Civil War
Shooting Dogs (a.k.a. Beyond the Gates) ,Manufacturing Consent: Noam Chomsky and the Media 
Shooting Dogs (a.k.a. Beyond the Gates) ,Control Room 
Shooting Dogs (a.k.a. Beyond the Gates) ,Zeitgeist: The Movie 
Casino Royale ,Shanghai Knights 
Casino Royale ,The Man from U.N.C.L.E. 
Casino Royale ,Kingsman: The Golden Circle 
Casino Royale ,Armour of God (Long xiong hu di) 
Casino Royale ,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) 
Happy Feet ,Open Season 
Happy Feet ,Cars 2 
Happy Feet ,Madagascar 3: Europe's Most Wanted 
Happy Feet ,Madagascar: Escape 2 Africa 
Let's Go to Prison ,Andrew Dice Clay: Dice Rules 
Let's Go to Prison ,Night Shift 
Let's Go to Prison ,Joe Dirt 2: Beautiful Loser 
Let's Go to Prison ,I'm Starting From Three (Ricomincio da Tre) 
Let's Go to Prison ,My Boyfriend's Back 
Déjà Vu (Deja Vu) ,Island
Déjà Vu (Deja Vu) ,Hangar 18 
Déjà Vu (Deja Vu) ,Gamer 
Déjà Vu (Deja Vu) ,X-Men Origins: Wolverine 
Déjà Vu (Deja Vu) ,Total Recall 
Bobby ,French Lieutenant's Woman
Bobby ,Camera Buff (Amator) 
Bobby ,Children Are Watching Us
Bobby ,Return of Martin Guerre
Bobby ,Honey (Miele) 
10 Items or Less ,Jalla! Jalla! 
10 Items or Less ,Terminal
10 Items or Less ,For Roseanna (Roseanna's Grave) 
10 Items or Less ,Cooler
"Holiday, The ",I'll Be Home For Christmas 
"Holiday, The ",Guru
"Holiday, The ",Hard Promises 
"Holiday, The ",40 Days and 40 Nights 
"Holiday, The ",10 
Harsh Times ,Dead Presidents 
Harsh Times ,Blue Thunder 
Harsh Times ,Rise of the Footsoldier 
Harsh Times ,Gangster Squad 
Harsh Times ,Sisters (Syostry) 
Fast Food Nation ,French Lieutenant's Woman
Fast Food Nation ,Camera Buff (Amator) 
Fast Food Nation ,Children Are Watching Us
Fast Food Nation ,Return of Martin Guerre
Fast Food Nation ,Honey (Miele) 
The Great Train Robbery ,Flashback 
The Great Train Robbery ,Batman Forever 
The Great Train Robbery ,Rumble in the Bronx (Hont faan kui) 
The Great Train Robbery ,I Spy 
Tenacious D in The Pick of Destiny ,Hard Day's Night
Tenacious D in The Pick of Destiny ,Popeye 
Tenacious D in The Pick of Destiny ,Pirate Movie
Tenacious D in The Pick of Destiny ,Court Jester
"Nativity Story, The ",French Lieutenant's Woman
"Nativity Story, The ",Camera Buff (Amator) 
"Nativity Story, The ",Children Are Watching Us
"Nativity Story, The ",Return of Martin Guerre
"Nativity Story, The ",Honey (Miele) 
Blood Diamond ,Lord of War 
Blood Diamond ,Rambo III 
Blood Diamond ,Delta Force 2 (Delta Force 2: The Colombian Connection) 
Blood Diamond ,Courage Under Fire 
Charlotte's Web ,Pokémon the Movie 2000 
Charlotte's Web ,Dragon ball Z 04: Lord Slug 
Charlotte's Web ,Care Bears Movie II: A New Generation 
Charlotte's Web ,101 Dalmatians II: Patch's London Adventure 
Charlotte's Web ,Kung Fu Panda: Secrets of the Masters 
Eragon ,Street Fighter 
Eragon ,Librarian
Eragon ,Librarian: Return to King Solomon's Mines
Eragon ,13th Warrior
Eragon ,Red Sonja 
Rocky Balboa ,The Magnificent Ruffians 
Rocky Balboa ,Paid in Full 
Rocky Balboa ,Running Scared 
Rocky Balboa ,Soul Surfer 
Rocky Balboa ,Series 7: The Contenders 
Fur: An Imaginary Portrait of Diane Arbus ,Orlando 
Fur: An Imaginary Portrait of Diane Arbus ,About Time 
Fur: An Imaginary Portrait of Diane Arbus ,Wings of Desire (Himmel über Berlin
Fur: An Imaginary Portrait of Diane Arbus ,Beautiful Creatures 
Fur: An Imaginary Portrait of Diane Arbus ,City of Angels 
"Dam Busters, The ",Behind Enemy Lines 
"Dam Busters, The ",The Great Raid 
"Dam Busters, The ",Monuments Men
"Dam Busters, The ",Thin Red Line
"Dam Busters, The ",Fury 
Another Gay Movie ,Andrew Dice Clay: Dice Rules 
Another Gay Movie ,Night Shift 
Another Gay Movie ,Joe Dirt 2: Beautiful Loser 
Another Gay Movie ,I'm Starting From Three (Ricomincio da Tre) 
Another Gay Movie ,My Boyfriend's Back 
"Painted Veil, The ",Crazy/Beautiful 
"Painted Veil, The ",Memoirs of a Geisha 
"Painted Veil, The ",To Gillian on Her 37th Birthday 
"Painted Veil, The ",Beautiful Thing 
"Painted Veil, The ",Girl on the Bridge
We Are Marshall ,French Lieutenant's Woman
We Are Marshall ,Camera Buff (Amator) 
We Are Marshall ,Children Are Watching Us
We Are Marshall ,Return of Martin Guerre
We Are Marshall ,Honey (Miele) 
"Good Shepherd, The ",The Perfect Guy 
"Good Shepherd, The ",Niagara 
"Good Shepherd, The ",First Snow 
"Good Shepherd, The ",Firm
"Good Shepherd, The ",Bad Education (La mala educación) 
Dreamgirls ,You Got Served 
Dreamgirls ,Farinelli: il castrato 
Dreamgirls ,Marat/Sade 
Dreamgirls ,Quadrophenia 
Freedom Writers ,French Lieutenant's Woman
Freedom Writers ,Camera Buff (Amator) 
Freedom Writers ,Children Are Watching Us
Freedom Writers ,Return of Martin Guerre
Freedom Writers ,Honey (Miele) 
When the Levees Broke: A Requiem in Four Acts ,Dancemaker 
When the Levees Broke: A Requiem in Four Acts ,Regret to Inform 
When the Levees Broke: A Requiem in Four Acts ,Little Dieter Needs to Fly 
When the Levees Broke: A Requiem in Four Acts ,First Position 
When the Levees Broke: A Requiem in Four Acts ,Amanda Knox 
Inland Empire ,Eyes Wide Shut 
Inland Empire ,Unknown 
Inland Empire ,Game
Inland Empire ,Swimming Pool 
Inland Empire ,Number 23
"History Boys, The ",My Father the Hero (Mon père
"History Boys, The ",Miracle on 34th Street 
"History Boys, The ",Mrs. Doubtfire 
"History Boys, The ",Liberal Arts 
"History Boys, The ",Mental 
Notes on a Scandal ,French Lieutenant's Woman
Notes on a Scandal ,Camera Buff (Amator) 
Notes on a Scandal ,Children Are Watching Us
Notes on a Scandal ,Return of Martin Guerre
Notes on a Scandal ,Honey (Miele) 
DOA: Dead or Alive ,Three Musketeers
DOA: Dead or Alive ,The Expendables 3 
DOA: Dead or Alive ,Let's Get Harry 
DOA: Dead or Alive ,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) 
DOA: Dead or Alive ,Fled 
Curse of the Golden Flower (Man cheng jin dai huang jin jia) ,The Magnificent Ruffians 
Curse of the Golden Flower (Man cheng jin dai huang jin jia) ,Paid in Full 
Curse of the Golden Flower (Man cheng jin dai huang jin jia) ,Running Scared 
Curse of the Golden Flower (Man cheng jin dai huang jin jia) ,Soul Surfer 
Curse of the Golden Flower (Man cheng jin dai huang jin jia) ,Series 7: The Contenders 
"Good German, The ",Eyes Wide Shut 
"Good German, The ",Unknown 
"Good German, The ",Game
"Good German, The ",Swimming Pool 
"Good German, The ",Number 23
Letters from Iwo Jima ,Human Condition I
Letters from Iwo Jima ,Boy in the Striped Pajamas
Letters from Iwo Jima ,Ashes and Diamonds (Popiól i diament) 
Letters from Iwo Jima ,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) 
Letters from Iwo Jima ,Gardens of Stone 
Black Christmas ,The Spiral Staircase 
Black Christmas ,Midnight Meat Train
Black Christmas ,Suicide Club (Jisatsu saakuru) 
Black Christmas ,Friday the 13th 
Stomp the Yard ,You Got Served 
Stomp the Yard ,Dreamgirls 
Stomp the Yard ,Farinelli: il castrato 
Stomp the Yard ,Marat/Sade 
Stomp the Yard ,Quadrophenia 
Miss Potter ,French Lieutenant's Woman
Miss Potter ,Camera Buff (Amator) 
Miss Potter ,Children Are Watching Us
Miss Potter ,Return of Martin Guerre
Miss Potter ,Honey (Miele) 
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) ,I'll Be Home For Christmas 
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) ,Guru
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) ,Hard Promises 
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) ,40 Days and 40 Nights 
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) ,10 
Venus ,Crazy/Beautiful 
Venus ,Memoirs of a Geisha 
Venus ,To Gillian on Her 37th Birthday 
Venus ,Beautiful Thing 
Venus ,Girl on the Bridge
The Return of Don Camillo ,Andrew Dice Clay: Dice Rules 
The Return of Don Camillo ,Night Shift 
The Return of Don Camillo ,Joe Dirt 2: Beautiful Loser 
The Return of Don Camillo ,I'm Starting From Three (Ricomincio da Tre) 
The Return of Don Camillo ,My Boyfriend's Back 
The Little World of Don Camillo ,Andrew Dice Clay: Dice Rules 
The Little World of Don Camillo ,Night Shift 
The Little World of Don Camillo ,Joe Dirt 2: Beautiful Loser 
The Little World of Don Camillo ,I'm Starting From Three (Ricomincio da Tre) 
The Little World of Don Camillo ,My Boyfriend's Back 
Primeval ,You're Next 
Primeval ,Saw II 
Primeval ,Dominion: Prequel to the Exorcist 
Primeval ,High Tension (Haute tension) (Switchblade Romance) 
Primeval ,Nightwatch 
Alpha Dog ,Irrational Man 
Alpha Dog ,Mean Streets 
Alpha Dog ,Pride and Glory 
Alpha Dog ,Felon 
Alpha Dog ,Godfather
"Hitcher, The ",River Wild
"Hitcher, The ",Collateral Damage 
"Hitcher, The ",Driven 
"Hitcher, The ",In the Line of Fire 
"Hitcher, The ",Nick of Time 
After the Wedding (Efter brylluppet) ,French Lieutenant's Woman
After the Wedding (Efter brylluppet) ,Camera Buff (Amator) 
After the Wedding (Efter brylluppet) ,Children Are Watching Us
After the Wedding (Efter brylluppet) ,Return of Martin Guerre
After the Wedding (Efter brylluppet) ,Honey (Miele) 
Bridge to Terabithia ,Escape to Witch Mountain 
Bridge to Terabithia ,Chronicles of Narnia: The Lion
Bridge to Terabithia ,Chronicles of Narnia: Prince Caspian
Bridge to Terabithia ,Alice Through the Looking Glass 
Bridge to Terabithia ,Darby O'Gill and the Little People 
Beer League ,Andrew Dice Clay: Dice Rules 
Beer League ,Night Shift 
Beer League ,Joe Dirt 2: Beautiful Loser 
Beer League ,I'm Starting From Three (Ricomincio da Tre) 
Beer League ,My Boyfriend's Back 
Dead Meat ,Eyes Without a Face (Yeux sans visage
Dead Meat ,Black Sabbath (Tre volti della paura
Dead Meat ,Loved Ones
Dead Meat ,Lord of Illusions 
Dead Meat ,Bones 
49 Up ,Dancemaker 
49 Up ,Regret to Inform 
49 Up ,Little Dieter Needs to Fly 
49 Up ,First Position 
49 Up ,Amanda Knox 
Waitress ,Jalla! Jalla! 
Waitress ,Terminal
Waitress ,10 Items or Less 
Waitress ,For Roseanna (Roseanna's Grave) 
Waitress ,Cooler
Seven Up! ,Dancemaker 
Seven Up! ,Regret to Inform 
Seven Up! ,Little Dieter Needs to Fly 
Seven Up! ,First Position 
Seven Up! ,Amanda Knox 
Catch and Release ,Jalla! Jalla! 
Catch and Release ,Terminal
Catch and Release ,10 Items or Less 
Catch and Release ,For Roseanna (Roseanna's Grave) 
Catch and Release ,Cooler
Smokin' Aces ,Assault on Precinct 13 
Smokin' Aces ,Ninja 
Smokin' Aces ,Léon: The Professional (a.k.a. The Professional) (Léon) 
Smokin' Aces ,Point Blank 
Smokin' Aces ,Dark Blue 
Blood and Chocolate ,Let the Right One In (Låt den rätte komma in) 
Blood and Chocolate ,Twilight Saga: New Moon
Blood and Chocolate ,Faust 
Blood and Chocolate ,Escape From Tomorrow 
Epic Movie ,Crocodile Dundee 
Epic Movie ,Weekend at Bernie's II 
Epic Movie ,Captain Ron 
Epic Movie ,Year One 
Epic Movie ,Adventures in Babysitting 
"Messengers, The ",Cage Dive 
"Messengers, The ",Thesis (Tesis) 
"Messengers, The ",Bug 
"Messengers, The ",Rosemary's Baby 
Because I Said So ,Jalla! Jalla! 
Because I Said So ,Terminal
Because I Said So ,10 Items or Less 
Because I Said So ,For Roseanna (Roseanna's Grave) 
Because I Said So ,Cooler
Hannibal Rising ,Cage Dive 
Hannibal Rising ,Thesis (Tesis) 
Hannibal Rising ,Messengers
Hannibal Rising ,Bug 
Hannibal Rising ,Rosemary's Baby 
Norbit ,I'll Be Home For Christmas 
Norbit ,Guru
Norbit ,Hard Promises 
Norbit ,40 Days and 40 Nights 
Norbit ,10 
"Boss of It All, The (Direktøren for det hele) ",My Father the Hero (Mon père
"Boss of It All, The (Direktøren for det hele) ",Miracle on 34th Street 
"Boss of It All, The (Direktøren for det hele) ",Mrs. Doubtfire 
"Boss of It All, The (Direktøren for det hele) ",Liberal Arts 
"Boss of It All, The (Direktøren for det hele) ",Mental 
Cocaine Cowboys ,Dancemaker 
Cocaine Cowboys ,Regret to Inform 
Cocaine Cowboys ,Little Dieter Needs to Fly 
Cocaine Cowboys ,First Position 
Cocaine Cowboys ,Amanda Knox 
Ratatouille ,Fox and the Hound
Ratatouille ,Bambi 
Ratatouille ,Gena the Crocodile 
Ratatouille ,Winnie the Pooh and the Honey Tree 
